RM III	PARIS II	3.99740291101065e-06	5.58000703075347e-07	0.00377590283791966
RM III	AbiE	0.0415067010324814
Lit	Bunzi	0.125008563627598
RM III	CBASS I	2.47686550270575e-07	1.14810295486039e-07	0.0468616146366767
RM III	3HP	9.69292649433508e-08	1.15699509909567e-08	0.352596528301191
RM III	AbiH	0.075700638689276
RM III	DRT III	0.127750331626611
RM III	Mokosh I	2.03547124171262e-05	0.00209492174420543	4.08138626140538e-05
RM III	DISARM I	0.000170413171794051	3.28361446965527e-05	0.160619876651122
RM III	DRT II	0.00620946975356598	0.0219823587071396	0.00115374165862956
RM III	Gabija	1.20464380505657e-20	1.90177946919632e-12	6.05461089056149e-12
RM III	PifA	0.00586930698507072	0.0492672941851536	0.00119095054294319
RM III	Dnd_ABCDE	0.0396326971170456
Lit	Azaca	1
RM III	Dnd_FGH	0.373981666981735
RM III	BstA	0.168417088153316
RM III	Dpd	0.0118174835361775
RM III	GAO_19	1.0761100764894e-08	2.76476671338304e-06	0.0101596122659309
RM III	RADAR	0.544254824535777
RM III	DRT I	0.0714894924596302
RM III	DprA-PRTase	0.375090747319403
RM III	AVAST II	0.0857908924083224
RM III	Bunzi	1.24122777161735e-05	0.0320759369290627	1.58120917776077e-05
RM III	Azaca	0.122713510013371
Lit	AbiL	0.534413553433681
RM III	AbiL	0.000654631408561364	0.0248064143941506	0.136790337135631
RM III	AbiEii	3.59065967288392e-12	0.6521496257687	1.14400212857813e-12
RM III	Kiwa	8.07999069816151e-05	0.000424810838705731	0.0454529451574284
RM III	CBASS II	7.10151449701912e-06	2.04274590164917e-05	0.00278671182288636
RM III	AbiD	0.0379547663878482
RM III	Druantia II	0.065717259325068
RM III	PrrC	0.00269011860466571	0.0358750790925534	0.0154452936698959
RM III	CRISPR III-A	0.11484452838785
RM III	Dynamins	1.40359043381737e-07	2.69993986787368e-05	0.00228819733631261
RM III	Menshen	0.0978885223515766
Lit	AbiEii	0.196747302634838
RM III	Pycsar	0.00261132198611914	0.000508153446390617	0.746263933332284
RM III	CRISPR I-C	0.0923599481391617
RM III	GAO_20	0.148778525193996
RM III	GAO_29	0.0118370545664659
RM III	AVAST IV	0.0418179360316353
RM III	Abi2	0.694918543577311
RM III	Borvo	0.000346539738823022	0.0142078786454003	0.000201733703605803
RM III	Hydrolase-TM	0.666605538228698
RM III	CRISPR IV-A	0.00450797034696641	0.124053132924031	0.00894212211499712
RM III	Olokun	0.278403637739118
Lit	Kiwa	0.374370806038521
RM III	Gao_Her_DUF	1
RM III	BREX III	0.00798132390984777	0.102063863099429	0.00240156510536023
RM III	AVAST I	0.146571866684139
RM III	AbiQ	0.00326352657290712	0.372197815973049	0.00534456862144467
RM III	Lamassu II	0.295766675771784
RM III	AVAST III	0.423030426755482
RM III	Helicase-DUF2290	0.160134259974059
RM III	AVAST V	0.144727484327178
RM III	Dazbog	0.225407828679568
RM III	Druantia I	0.384971901699605
Lit	CBASS II	0.00477609862921205	0.00180781903702948	0.00307877552326956
RM III	ApeA	0.403916903244814
RM III	PARIS I	0.0886170772555428
RM III	2TM-1TM-TIR	1
RM III	Gao_Her_SIR	0.327589031785109
RM III	AbiO/Nhi	1
RM III	DUF4238	0.182293111382536
RM III	PbeABCD	1
RM III	Argonaute II	0.841131087106076
RM III	AbiV	1
Lit	AbiD	0.371638119575429
RM III	Argonaute I	0.957075173298416
RM III	DISARM II	1
RM III	RADAR II	1
RM III	Dnd_ABCDEFGH	1
Retron II-A	CRISPR I-E	0.000736906266273183	0.0716068239911952	0.0010056961222489
Retron II-A	Hachiman I	0.6244978133661
Retron II-A	Lit	0.763360113579439
Retron II-A	RM I	0.213131880396221
Retron II-A	RM II	0.0177580930456044
Retron II-A	RM IV	2.30055015970559e-06	2.63999117949684e-05	0.00013851164271096
Lit	Druantia II	0.211112642095355
Retron II-A	CRISPR I-F	0.0876270575617286
Retron II-A	Lamassu I	0.104312573862135
Retron II-A	Druantia III	0.026342430787723
Retron II-A	Lamassu-Fam	0.261222456357594
Retron II-A	PsyrTA	1
Retron II-A	RM IIG	0.0297574467299793
Retron II-A	Mokosh II	0.104011083052102
Retron II-A	AbiU	5.11109668869221e-05	0.392547307248922	4.85210329224801e-06
Retron II-A	BREX I	4.80043888250239e-05	0.000720864692389706	0.00045497349602026
Retron II-A	PARIS	2.36824025232642e-05	0.0027805487103605	0.000506890795423846
Lit	CRISPR III-A	1
CRISPR I-E	AbiL	2.49302366176165e-07	3.62716054471745e-06	0.0648218652206545
Retron II-A	PARIS II	0.000317369099292531	3.41462729913943e-05	0.567467408681203
Retron II-A	RM III	1.97147669826131e-05	0.29927377816672	1.00291226446116e-05
Retron II-A	AbiE	0.940929592445326
Retron II-A	CBASS I	0.0101088628539641
Retron II-A	3HP	0.63515028933794
Retron II-A	AbiH	0.634368363004176
Retron II-A	DRT III	0.470004128618035
Retron II-A	Mokosh I	0.647817970481654
Retron II-A	DISARM I	1
Retron II-A	DRT II	0.0291829577544055
Lit	Dynamins	0.400181107051617
Retron II-A	Gabija	0.011170097735213
Retron II-A	PifA	0.990256396479617
Retron II-A	Dnd_ABCDE	0.288038293985105
Retron II-A	Dnd_FGH	0.526753036500476
Retron II-A	Retron I-C	0.365480187576255
Retron II-A	BstA	0.00257142495295478	0.456692998942885	0.000914651504942102
Retron II-A	Dpd	0.082880762222375
Retron II-A	GAO_19	0.0100893701981242
Retron II-A	RADAR	0.802204254872754
Retron II-A	DRT I	0.315117537261855
Lit	CRISPR I-C	1
Retron II-A	DprA-PRTase	0.53426370577157
Retron II-A	AVAST II	0.494574555853821
Retron II-A	Bunzi	0.0749792760211848
Retron II-A	Azaca	0.063329534710684
Retron II-A	AbiL	0.427181568046724
Retron II-A	AbiEii	0.492942304632783
Retron II-A	Kiwa	0.0213501832115554
Retron II-A	CBASS II	0.513445357515856
Retron II-A	Retron I-B	0.951979466475871
Retron II-A	AbiD	0.0168315601855613
Lit	GAO_20	1
Retron II-A	Druantia II	0.873961651085435
Retron II-A	PrrC	0.465993386445604
Retron II-A	CRISPR III-A	0.0759506084535054
Retron II-A	Dynamins	0.0460758878832152
Retron II-A	Menshen	0.230174449063809
Retron II-A	Pycsar	0.291503104508223
Retron II-A	CRISPR I-C	1
